 Poloidal flux derivative dPsi/dr
  rad  pla 
 1408 1006
 rho(m) dPsi/dr 
     2.39018         49.5715    
     2.39110         49.5635    
     2.39202         49.5556    
     2.39549         49.5253    
     2.40001         49.4853    
     2.40348         49.4543    
     2.40440         49.4459    
     2.40532         49.4376    
     2.40879         49.4060    
     2.41331         49.3642    
     2.41678         49.3318    
     2.41770         49.3231    
     2.41862         49.3144    
     2.42209         49.2814    
     2.42661         49.2379    
     2.43008         49.2041    
     2.43100         49.1950    
     2.43192         49.1859    
     2.43539         49.1516    
     2.43991         49.1063    
     2.44338         49.0711    
     2.44430         49.0617    
     2.44522         49.0522    
     2.44869         49.0165    
     2.45321         48.9694    
     2.45668         48.9329    
     2.45760         48.9231    
     2.45852         48.9133    
     2.46199         48.8763    
     2.46651         48.8274    
     2.46998         48.7895    
     2.47090         48.7794    
     2.47182         48.7692    
     2.47529         48.7308    
     2.47981         48.6801    
     2.48328         48.6409    
     2.48420         48.6304    
     2.48512         48.6198    
     2.48859         48.5800    
     2.49311         48.5276    
     2.49658         48.4870    
     2.49750         48.4761    
     2.49842         48.4652    
     2.50189         48.4241    
     2.50641         48.3699    
     2.50988         48.3279    
     2.51080         48.3166    
     2.51172         48.3054    
     2.51519         48.2629    
     2.51971         48.2069    
     2.52318         48.1636    
     2.52410         48.1519    
     2.52502         48.1403    
     2.52849         48.0964    
     2.53301         48.0387    
     2.53648         47.9940    
     2.53740         47.9820    
     2.53832         47.9700    
     2.54179         47.9248    
     2.54631         47.8652    
     2.54978         47.8192    
     2.55070         47.8069    
     2.55162         47.7945    
     2.55509         47.7479    
     2.55961         47.6866    
     2.56308         47.6392    
     2.56400         47.6265    
     2.56492         47.6138    
     2.56839         47.5658    
     2.57291         47.5027    
     2.57638         47.4539    
     2.57730         47.4409    
     2.57822         47.4278    
     2.58169         47.3785    
     2.58621         47.3136    
     2.58968         47.2635    
     2.59060         47.2501    
     2.59152         47.2366    
     2.59499         47.1859    
     2.59951         47.1193    
     2.60298         47.0678    
     2.60390         47.0540    
     2.60482         47.0402    
     2.60829         46.9882    
     2.61281         46.9198    
     2.61628         46.8669    
     2.61720         46.8528    
     2.61812         46.8386    
     2.62159         46.7852    
     2.62611         46.7150    
     2.62958         46.6608    
     2.63050         46.6463    
     2.63142         46.6318    
     2.63489         46.5770    
     2.63941         46.5051    
     2.64288         46.4495    
     2.64380         46.4346    
     2.64472         46.4197    
     2.64819         46.3636    
     2.65271         46.2899    
     2.65618         46.2330    
     2.65710         46.2177    
     2.65802         46.2025    
     2.66149         46.1450    
     2.66601         46.0695    
     2.66948         46.0112    
     2.67040         45.9957    
     2.67132         45.9800    
     2.67479         45.9212    
     2.67931         45.8439    
     2.68278         45.7843    
     2.68370         45.7684    
     2.68462         45.7524    
     2.68809         45.6922    
     2.69261         45.6132    
     2.69608         45.5522    
     2.69700         45.5359    
     2.69792         45.5196    
     2.70139         45.4580    
     2.70591         45.3772    
     2.70938         45.3149    
     2.71030         45.2982    
     2.71122         45.2815    
     2.71469         45.2186    
     2.71921         45.1361    
     2.72268         45.0724    
     2.72360         45.0554    
     2.72452         45.0383    
     2.72799         44.9741    
     2.73251         44.8898    
     2.73598         44.8247    
     2.73690         44.8073    
     2.73782         44.7899    
     2.74129         44.7243    
     2.74581         44.6383    
     2.74928         44.5719    
     2.75020         44.5541    
     2.75112         44.5364    
     2.75459         44.4694    
     2.75911         44.3816    
     2.76258         44.3139    
     2.76350         44.2958    
     2.76442         44.2776    
     2.76789         44.2094    
     2.77241         44.1198    
     2.77588         44.0507    
     2.77680         44.0322    
     2.77772         44.0137    
     2.78119         43.9441    
     2.78571         43.8528    
     2.78918         43.7823    
     2.79010         43.7635    
     2.79102         43.7447    
     2.79449         43.6737    
     2.79901         43.5806    
     2.80248         43.5089    
     2.80340         43.4897    
     2.80432         43.4705    
     2.80779         43.3982    
     2.81231         43.3033    
     2.81578         43.2302    
     2.81670         43.2107    
     2.81762         43.1911    
     2.82109         43.1175    
     2.82561         43.0209    
     2.82908         42.9465    
     2.83000         42.9266    
     2.83000         42.9266    
     2.83030         42.9204    
     2.83140         42.8971    
     2.83285         42.8667    
     2.83395         42.8434    
     2.83425         42.8372    
     2.83455         42.8310    
     2.83565         42.8077    
     2.83710         42.7774    
     2.83820         42.7542    
     2.83850         42.7480    
     2.83880         42.7418    
     2.83990         42.7186    
     2.84135         42.6884    
     2.84245         42.6652    
     2.84275         42.6590    
     2.84305         42.6529    
     2.84415         42.6297    
     2.84560         42.5996    
     2.84670         42.5765    
     2.84700         42.5703    
     2.84730         42.5642    
     2.84840         42.5411    
     2.84985         42.5110    
     2.85095         42.4880    
     2.85125         42.4818    
     2.85155         42.4757    
     2.85265         42.4527    
     2.85410         42.4227    
     2.85520         42.3997    
     2.85550         42.3936    
     2.85580         42.3875    
     2.85690         42.3645    
     2.85835         42.3346    
     2.85945         42.3117    
     2.85975         42.3056    
     2.86005         42.2995    
     2.86115         42.2766    
     2.86260         42.2467    
     2.86370         42.2239    
     2.86400         42.2178    
     2.86430         42.2117    
     2.86540         42.1889    
     2.86685         42.1591    
     2.86795         42.1363    
     2.86825         42.1302    
     2.86855         42.1241    
     2.86965         42.1014    
     2.87110         42.0717    
     2.87220         42.0489    
     2.87250         42.0429    
     2.87280         42.0368    
     2.87390         42.0141    
     2.87535         41.9845    
     2.87645         41.9618    
     2.87675         41.9558    
     2.87705         41.9497    
     2.87815         41.9271    
     2.87960         41.8975    
     2.88070         41.8749    
     2.88100         41.8689    
     2.88130         41.8628    
     2.88240         41.8402    
     2.88385         41.8108    
     2.88495         41.7882    
     2.88525         41.7822    
     2.88555         41.7762    
     2.88665         41.7537    
     2.88810         41.7243    
     2.88920         41.7018    
     2.88950         41.6958    
     2.88980         41.6898    
     2.89090         41.6673    
     2.89235         41.6380    
     2.89345         41.6155    
     2.89375         41.6095    
     2.89405         41.6036    
     2.89515         41.5811    
     2.89660         41.5519    
